captured_kst,language,positive,negative,total,positive_ratio
2026-06-21 03:35:08,vietnamese,0,1,1,0.0
2026-06-21 03:35:08,polish,1,0,1,1.0
2026-06-21 03:35:08,hungarian,1,0,1,1.0
2026-06-21 03:35:08,italian,1,0,1,1.0
2026-06-21 03:35:08,portuguese,1,0,1,1.0
2026-06-21 04:05:08,collected_all,454,179,633,0.7172
2026-06-21 04:05:08,steam_total,449,179,628,0.715
2026-06-21 04:05:08,deleted_count,,,4,
2026-06-21 04:05:08,schinese,170,118,288,0.5903
2026-06-21 04:05:08,english,129,17,146,0.8836
2026-06-21 04:05:08,koreana,67,18,85,0.7882
2026-06-21 04:05:08,tchinese,33,20,53,0.6226
2026-06-21 04:05:08,japanese,8,3,11,0.7273
2026-06-21 04:05:08,russian,9,1,10,0.9
2026-06-21 04:05:08,thai,8,0,8,1.0
2026-06-21 04:05:08,german,6,0,6,1.0
2026-06-21 04:05:08,brazilian,5,0,5,1.0
2026-06-21 04:05:08,french,4,0,4,1.0
2026-06-21 04:05:08,spanish,3,1,4,0.75
2026-06-21 04:05:08,latam,3,0,3,1.0
2026-06-21 04:05:08,turkish,3,0,3,1.0
2026-06-21 04:05:08,ukrainian,2,0,2,1.0
2026-06-21 04:05:08,vietnamese,0,1,1,0.0
2026-06-21 04:05:08,polish,1,0,1,1.0
2026-06-21 04:05:08,hungarian,1,0,1,1.0
2026-06-21 04:05:08,italian,1,0,1,1.0
2026-06-21 04:05:08,portuguese,1,0,1,1.0
2026-06-21 04:35:08,collected_all,454,179,633,0.7172
2026-06-21 04:35:08,steam_total,458,180,638,0.7179
2026-06-21 04:35:08,deleted_count,,,4,
2026-06-21 04:35:08,schinese,170,118,288,0.5903
2026-06-21 04:35:08,english,129,17,146,0.8836
2026-06-21 04:35:08,koreana,67,18,85,0.7882
2026-06-21 04:35:08,tchinese,33,20,53,0.6226
2026-06-21 04:35:08,japanese,8,3,11,0.7273
2026-06-21 04:35:08,russian,9,1,10,0.9
2026-06-21 04:35:08,thai,8,0,8,1.0
2026-06-21 04:35:08,german,6,0,6,1.0
2026-06-21 04:35:08,brazilian,5,0,5,1.0
2026-06-21 04:35:08,french,4,0,4,1.0
2026-06-21 04:35:08,spanish,3,1,4,0.75
2026-06-21 04:35:08,latam,3,0,3,1.0
2026-06-21 04:35:08,turkish,3,0,3,1.0
2026-06-21 04:35:08,ukrainian,2,0,2,1.0
2026-06-21 04:35:08,vietnamese,0,1,1,0.0
2026-06-21 04:35:08,polish,1,0,1,1.0
2026-06-21 04:35:08,hungarian,1,0,1,1.0
2026-06-21 04:35:08,italian,1,0,1,1.0
2026-06-21 04:35:08,portuguese,1,0,1,1.0
